ID,Name,League,LeagueId,Overall,Attack,Midfield,Defence,TransferBudget,DomesticPrestige,IntPrestige,Players,StartingAverageAge,AllTeamAverageAge
357,Morecambe,English League One (3),60,63,65,61,62,0,2,1,24,25.4,25.0
1951,Oxford United,English League One (3),60,66,65,66,65,0,7,1,28,26.4,25.1
1938,Peterborough United,English League One (3),60,67,69,67,67,0,9,1,28,23.8,22.7
1929,Plymouth Argyle,English League One (3),60,65,66,64,66,0,7,1,24,24.4,24.1
1928,Port Vale,English League One (3),60,63,64,64,63,0,3,1,26,27.6,25.0
1790,Portsmouth,English League One (3),60,66,66,67,67,0,8,1,25,25.7,25.4
1807,Sheffield Wednesday,English League One (3),60,67,67,69,67,0,10,1,24,29.2,27.0
127,Shrewsbury Town,English League One (3),60,65,62,66,65,0,4,1,25,26.8,24.4
1933,Wycombe Wanderers,English League One (3),60,66,67,66,67,0,6,1,28,28.8,25.8
112259,AFC Wimbledon,English League Two (4),61,62,63,63,61,0,6,1,28,25.1,22.6
381,Barrow,English League Two (4),61,61,62,61,60,0,1,1,26,26.3,27.0
1804,Bradford City,English League Two (4),61,63,64,63,62,0,9,1,28,26.1,25.2
1480,Carlisle United,English League Two (4),61,61,61,61,61,0,4,1,28,25.6,23.5
1935,Colchester United,English League Two (4),61,62,62,62,61,0,5,1,28,27.7,25.9
110890,Crawley Town,English League Two (4),61,62,63,63,60,0,6,1,28,25.4,24.0
121,Crewe Alexandra,English League Two (4),61,61,61,61,60,0,6,1,27,24.1,22.5
142,Doncaster Rovers,English League Two (4),61,63,62,63,61,0,9,1,27,26.9,24.0
1802,Gillingham,English League Two (4),61,62,64,62,60,0,6,1,24,27.6,25.8
92,Grimsby Town,English League Two (4),61,61,60,61,60,0,3,1,28,26.7,24.0
112222,Harrogate Town,English League Two (4),61,62,62,60,60,0,1,1,28,24.6,24.9
1941,Hartlepool United,English League Two (4),61,61,61,62,61,0,3,1,24,26.3,25.4
1958,Leyton Orient,English League Two (4),61,62,61,62,62,0,6,1,26,26.1,23.9
1940,Mansfield Town,English League Two (4),61,63,63,63,61,0,10,1,25,28.4,26.7
112254,Newport County,English League Two (4),61,61,62,61,62,0,7,1,27,27.2,24.2
1930,Northampton Town,English League Two (4),61,63,63,62,62,0,9,1,23,23.9,23.9
1955,Rochdale,English League Two (4),61,61,60,61,61,0,6,1,26,27.3,24.9
113926,Salford City,English League Two (4),61,63,63,63,62,0,9,1,28,24.7,24.0
361,Stevenage,English League Two (4),61,62,62,62,62,0,2,1,23,27.7,26.1
1931,Stockport County,English League Two (4),61,62,61,62,62,0,6,1,24,25.3,26.0
110799,Sutton United,English League Two (4),61,61,62,60,61,0,1,1,25,27.7,26.0
1934,Swindon Town,English League Two (4),61,61,61,60,60,0,8,1,26,24.6,23.3
15048,Tranmere Rovers,English League Two (4),61,62,63,60,61,0,7,1,28,24.7,24.0
1803,Walsall,English League Two (4),61,62,62,61,61,0,7,1,25,25.0,25.0
1947,Wrexham AFC,English National League (5),62,62,65,63,62,0,8,1,28,27.2,25.4
100325,HJK Helsinki,Finnish Veikkausliiga (1),322,65,64,64,65,0,10,1,28,27.2,26.6
1819,AS Saint-Étienne,French Ligue 2 (2),17,70,69,69,70,0,10,1,30,25.7,23.1
1816,Amiens SC,French Ligue 2 (2),17,66,67,67,66,0,4,1,25,25.0,23.8
1813,Chamois Niortais Football Club,French Ligue 2 (2),17,65,62,66,65,0,3,1,27,25.0,22.9
110569,Dijon FCO,French Ligue 2 (2),17,68,70,68,67,0,5,1,30,28.6,25.8
62,En Avant de Guingamp,French Ligue 2 (2),17,67,69,66,66,0,8,1,24,27.4,25.3
115494,FC Annecy,French Ligue 2 (2),17,64,67,64,63,0,1,1,28,27.4,25.7
59,FC Girondins de Bordeaux,French Ligue 2 (2),17,69,69,69,70,0,7,1,26,23.6,21.7
68,FC Metz,French Ligue 2 (2),17,70,73,68,71,0,9,1,26,25.7,23.9
226,FC Sochaux-Montbéliard,French Ligue 2 (2),17,68,68,68,68,0,7,1,29,25.8,24.5
1805,Grenoble Foot 38,French Ligue 2 (2),17,66,64,65,65,0,4,1,30,26.6,26.0
1738,Le Havre AC,French Ligue 2 (2),17,66,66,64,67,0,6,1,28,24.8,23.3
224,Nîmes Olympique,French Ligue 2 (2),17,67,68,69,66,0,4,1,24,25.2,24.2
111817,Paris FC,French Ligue 2 (2),17,69,70,69,68,0,9,1,28,28.1,26.4
110321,Pau FC,French Ligue 2 (2),17,65,67,65,64,0,2,1,29,27.2,24.8
111659,Rodez Aveyron Football,French Ligue 2 (2),17,65,63,65,64,0,2,1,30,24.6,24.7
58,SC Bastia,French Ligue 2 (2),17,64,64,64,63,0,4,1,26,26.8,26.1
1814,Stade Lavallois Mayenne FC,French Ligue 2 (2),17,65,65,66,65,0,1,1,27,30.9,28.3
210,Stade Malherbe Caen,French Ligue 2 (2),17,68,67,67,68,0,5,1,29,26.6,24.2
112552,US Quevilly Rouen Métropole,French Ligue 2 (2),17,65,66,64,65,0,1,1,27,27.2,24.7
110456,Valenciennes FC,French Ligue 2 (2),17,67,68,66,67,0,4,1,27,26.0,24.3
111235,1. FC Heidenheim 1846,German 2. Bundesliga (2),20,68,69,67,69,0,6,1,28,25.4,24.6
29,1. FC Kaiserslautern,German 2. Bundesliga (2),20,68,68,67,68,0,2,1,30,29.0,25.9
110588,1. FC Magdeburg,German 2. Bundesliga (2),20,67,67,67,67,0,1,1,30,25.1,24.2
171,1. FC Nürnberg,German 2. Bundesliga (2),20,69,66,68,69,0,8,1,28,26.9,24.3
159,DSC Arminia Bielefeld,German 2. Bundesliga (2),20,70,69,70,71,0,8,1,26,25.6,24.5
110500,Eintracht Braunschweig,German 2. Bundesliga (2),20,67,68,68,67,0,1,1,26,27.4,25.6
27,F.C. Hansa Rostock,German 2. Bundesliga (2),20,68,69,68,68,0,3,1,30,27.2,26.1
110329,FC St. Pauli,German 2. Bundesliga (2),20,69,68,68,69,0,7,1,30,25.4,23.6
110636,Fortuna Düsseldorf,German 2. Bundesliga (2),20,70,70,70,71,0,7,1,28,26.8,24.6
28,Hamburger SV,German 2. Bundesliga (2),20,71,70,72,71,0,10,2,27,25.7,23.3
485,Hannover 96,German 2. Bundesliga (2),20,70,63,69,68,0,7,1,28,25.0,24.2
576,Holstein Kiel,German 2. Bundesliga (2),20,68,68,68,68,0,5,1,30,26.4,26.0
1832,Karlsruher SC,German 2. Bundesliga (2),20,69,68,69,68,0,4,1,30,26.7,25.1
10030,SC Paderborn 07,German 2. Bundesliga (2),20,69,68,69,66,0,6,1,27,25.0,24.9
543,SSV Jahn Regensburg,German 2. Bundesliga (2),20,68,67,68,68,0,3,1,27,26.7,25.5
110502,SV Darmstadt 98,German 2. Bundesliga (2),20,70,70,70,70,0,6,1,27,27.4,24.5
110178,SV Sandhausen,German 2. Bundesliga (2),20,69,70,68,69,0,3,1,29,27.6,25.7
165,SpVgg Greuther Fürth,German 2. Bundesliga (2),20,69,68,70,67,0,6,1,30,24.8,23.1
523,1. FC Saarbrücken,German 3. Bundesliga (3),2076,65,65,66,64,0,8,1,27,28.8,26.7
110676,Borussia Dortmund II,German 3. Bundesliga (3),2076,63,64,63,64,0,2,1,25,22.8,21.7
506,FC Erzgebirge Aue,German 3. Bundesliga (3),2076,65,65,65,64,0,9,1,27,27.8,25.6
111239,FC Ingolstadt 04,German 3. Bundesliga (3),2076,66,66,65,65,0,10,1,27,25.1,23.9
110592,FSV Zwickau,German 3. Bundesliga (3),2076,64,65,63,64,0,3,1,27,28.6,25.7
110482,Hallescher FC,German 3. Bundesliga (3),2076,63,62,63,64,0,6,1,26,24.3,23.2
1825,MSV Duisburg,German 3. Bundesliga (3),2076,64,64,63,64,0,6,1,28,26.9,25.1
526,Rot-Weiß Essen,German 3. Bundesliga (3),2076,64,62,65,64,0,4,1,28,26.4,25.2
110691,SC Freiburg II,German 3. Bundesliga (3),2076,61,61,61,63,0,1,1,27,22.7,20.9
503,SG Dynamo Dresden,German 3. Bundesliga (3),2076,66,66,66,66,0,10,1,28,25.1,24.1
580,SV Elversberg,German 3. Bundesliga (3),2076,63,63,62,63,0,2,1,27,27.0,25.7
110597,SV Meppen,German 3. Bundesliga (3),2076,64,64,63,64,0,3,1,28,27.1,26.0
110532,SV Waldhof Mannheim 07,German 3. Bundesliga (3),2076,66,66,66,66,0,9,1,28,27.7,25.1
492,SV Wehen Wiesbaden,German 3. Bundesliga (3),2076,64,64,64,64,0,7,1,25,25.4,24.9
110194,SpVgg Bayreuth,German 3. Bundesliga (3),2076,62,61,62,62,0,1,1,28,26.0,24.9
110501,Sportclub Verl,German 3. Bundesliga (3),2076,62,62,63,62,0,2,1,28,24.4,23.3
33,TSV 1860 München,German 3. Bundesliga (3),2076,66,66,65,65,0,10,1,28,25.3,24.3
110587,VfB Oldenburg,German 3. Bundesliga (3),2076,63,62,63,62,0,1,1,28,26.9,26.4
487,VfL Osnabrück,German 3. Bundesliga (3),2076,65,64,66,64,0,6,1,27,26.7,24.3
110645,Viktoria Köln,German 3. Bundesliga (3),2076,64,64,64,64,0,5,1,28,23.9,24.0
278,AEK Athens,Greek Super League (1),63,74,76,73,73,0,9,5,28,30.4,27.0
393,PAOK,Greek Super League (1),63,72,73,72,68,0,9,4,28,24.6,25.7
1884,Panathinaikos FC,Greek Super League (1),63,73,73,71,72,0,7,4,28,28.8,26.6
1906,AZ Alkmaar,Holland Eredivisie (1),10,73,74,74,72,0,8,3,27,24.6,22.3
245,Ajax,Holland Eredivisie (1),10,78,80,78,77,0,10,7,28,25.8,24.1
1971,Excelsior,Holland Eredivisie (1),10,65,65,66,64,0,1,1,25,24.1,22.8
100628,FC Emmen,Holland Eredivisie (1),10,66,65,66,66,0,2,1,30,25.7,24.4
1915,FC Groningen,Holland Eredivisie (1),10,67,69,68,66,0,5,2,27,23.2,22.6
1908,FC Twente,Holland Eredivisie (1),10,70,70,72,70,0,7,2,27,25.6,24.0
1903,FC Utrecht,Holland Eredivisie (1),10,71,73,70,71,0,7,2,30,26.7,24.9
645,FC Volendam,Holland Eredivisie (1),10,65,66,66,63,0,1,1,24,24.3,22.8
246,Feyenoord,Holland Eredivisie (1),10,74,73,74,75,0,8,4,28,24.0,22.7
634,Fortuna Sittard,Holland Eredivisie (1),10,70,74,68,70,0,4,1,26,26.6,25.1
100632,Go Ahead Eagles,Holland Eredivisie (1),10,66,63,66,67,0,2,1,27,23.4,23.3
1910,N.E.C. Nijmegen,Holland Eredivisie (1),10,69,68,70,67,0,4,1,26,25.6,23.6
247,PSV,Holland Eredivisie (1),10,77,76,76,76,0,9,5,30,24.0,23.7
1905,RKC Waalwijk,Holland Eredivisie (1),10,66,66,65,66,0,2,1,26,26.3,25.3
647,SC Cambuur,Holland Eredivisie (1),10,66,66,67,66,0,2,1,27,24.2,24.4
1913,SC Heerenveen,Holland Eredivisie (1),10,68,68,67,69,0,5,2,24,25.3,23.1
100646,Sparta Rotterdam,Holland Eredivisie (1),10,67,65,68,66,0,3,1,30,26.9,24.4
1909,Vitesse,Holland Eredivisie (1),10,69,68,71,68,0,6,2,27,22.1,22.2
1874,Ferencvárosi TC,Hungarian Nemzeti Bajnokság I (1),64,71,71,72,70,0,10,4,28,27.4,27.0
113146,ATK Mohun Bagan FC,Indian Super League (1),2149,62,59,64,62,0,9,4,24,26.2,25.5
113302,Bengaluru FC,Indian Super League (1),2149,61,64,60,60,0,7,3,28,29.0,25.8
113297,Chennaiyin FC,Indian Super League (1),2149,59,61,60,59,0,6,2,28,28.0,25.8
113298,FC Goa,Indian Super League (1),2149,59,67,59,60,0,7,3,26,27.9,24.9
113301,Hyderabad FC,Indian Super League (1),2149,60,61,62,60,0,5,1,28,28.6,25.7
114168,Jamshedpur FC,Indian Super League (1),2149,58,61,56,59,0,3,1,24,28.1,25.8
113299,Kerala Blasters FC,Indian Super League (1),2149,61,66,61,61,0,6,2,28,25.6,25.1
113300,Mumbai City FC,Indian Super League (1),2149,61,67,62,61,0,8,3,26,28.3,26.4
113040,NorthEast United FC,Indian Super League (1),2149,56,64,56,56,0,3,1,27,28.4,25.9
113257,Odisha FC,Indian Super League (1),2149,58,64,58,57,0,2,1,26,27.0,25.4
111629,SC East Bengal FC,Indian Super League (1),2149,57,63,56,57,0,5,3,23,27.8,26.8
1847,Ascoli,Italian Serie B (2),32,70,70,69,70,0,7,1,28,29.4,26.8
1848,Bari,Italian Serie B (2),32,68,69,68,67,0,9,2,28,29.4,28.2
112026,Benevento,Italian Serie B (2),32,70,70,66,70,0,8,1,28,27.2,26.2
190,Brescia,Italian Serie B (2),32,68,67,68,69,0,8,1,25,25.6,24.5
1842,Cagliari,Italian Serie B (2),32,70,72,71,69,0,9,1,27,27.2,25.2
111993,Cittadella,Italian Serie B (2),32,65,64,66,64,0,3,1,27,26.6,25.9
1745,Como,Italian Serie B (2),32,69,70,70,68,0,3,1,28,27.4,26.1
112168,Cosenza,Italian Serie B (2),32,67,73,66,66,0,2,1,28,27.7,24.5
111657,Frosinone,Italian Serie B (2),32,68,67,70,67,0,5,1,27,26.0,24.0
110556,Genoa,Italian Serie B (2),32,71,73,71,70,0,10,2,27,26.1,26.2
1744,Modena,Italian Serie B (2),32,67,68,65,67,0,4,1,28,29.2,26.5
1843,Palermo,Italian Serie B (2),32,68,68,68,68,0,8,2,28,26.9,25.1
50,Parma,Italian Serie B (2),32,70,69,71,68,0,10,3,28,28.2,24.8
199,Perugia,Italian Serie B (2),32,68,69,66,69,0,6,1,28,28.0,26.0
110738,Pisa,Italian Serie B (2),32,70,69,70,70,0,8,1,28,27.6,26.0
112791,SPAL,Italian Serie B (2),32,68,68,67,68,0,6,1,27,26.2,25.6
112494,Südtirol,Italian Serie B (2),32,66,67,65,67,0,1,1,28,28.6,27.6
570,Ternana,Italian Serie B (2),32,68,69,67,69,0,7,1,27,28.2,27.0
203,Urbs Reggina 1914 ,Italian Serie B (2),32,68,68,71,69,0,3,1,28,30.1,26.8
205,Venezia FC,Italian Serie B (2),32,71,73,71,70,0,7,1,28,25.9,24.9
2056,Daegu FC,Korean K League 1 (1),83,65,66,64,65,0,8,4,28,26.8,25.8
982,FC Seoul,Korean K League 1 (1),83,67,68,66,65,0,6,6,28,25.7,26.4
112115,Gangwon FC,Korean K League 1 (1),83,65,64,66,64,0,5,1,28,26.9,26.3
110765,Incheon United FC,Korean K League 1 (1),83,66,64,69,66,0,1,1,28,28.4,29.1
1478,Jeju United FC,Korean K League 1 (1),83,68,68,69,65,0,7,2,28,29.4,27.4
1477,Jeonbuk Hyundai Motors,Korean K League 1 (1),83,69,70,68,68,0,10,7,28,26.9,27.2
1474,Pohang Steelers,Korean K League 1 (1),83,67,65,67,66,0,7,5,28,28.7,26.4
2055,Sangju Sangmu FC,Korean K League 1 (1),83,63,62,63,63,0,3,1,25,26.7,25.1
981,Seongnam FC,Korean K League 1 (1),83,65,65,65,63,0,2,2,28,28.9,27.6
112558,Suwon FC,Korean K League 1 (1),83,65,67,67,64,0,6,1,28,29.7,28.6
983,Suwon Samsung Bluewings,Korean K League 1 (1),83,66,65,66,67,0,5,3,28,27.3,27.5
1473,Ulsan Hyundai FC,Korean K League 1 (1),83,69,69,68,70,0,10,7,28,28.0,28.5
114577,Club Always Ready,Liga de Fútbol Profesional Boliviano (1),2017,66,68,67,66,0,4,2,21,30.1,27.2
114600,Club Deportivo Guabirá,Liga de Fútbol Profesional Boliviano (1),2017,65,67,65,64,0,1,1,27,27.4,25.1
110974,Club Deportivo Jorge Wilstermann,Liga de Fútbol Profesional Boliviano (1),2017,66,65,65,63,0,7,3,25,28.6,27.9
110970,Club Deportivo Oriente Petrolero,Liga de Fútbol Profesional Boliviano (1),2017,64,64,65,64,0,7,2,24,27.3,24.4
110969,Club The Strongest,Liga de Fútbol Profesional Boliviano (1),2017,67,67,69,66,0,9,4,23,30.7,28.4
115517,Independiente Petrolero,Liga de Fútbol Profesional Boliviano (1),2017,64,66,65,63,0,6,1,19,27.4,27.7
114579,Royal Pari,Liga de Fútbol Profesional Boliviano (1),2017,66,66,66,64,0,3,1,22,29.3,27.0
1755,Aalesunds FK,Norwegian Eliteserien (1),41,64,63,65,64,0,2,1,26,27.6,25.0
918,FK Bodø/Glimt,Norwegian Eliteserien (1),41,69,67,70,69,0,8,2,28,25.8,24.5
1463,FK Haugesund,Norwegian Eliteserien (1),41,63,65,63,63,0,5,1,23,24.6,23.2
115489,FK Jerv,Norwegian Eliteserien (1),41,62,62,62,61,0,1,1,24,24.8,24.5
1756,Hamarkameratene,Norwegian Eliteserien (1),41,63,64,62,62,0,2,1,26,25.6,24.7
113459,Kristiansund BK,Norwegian Eliteserien (1),41,63,62,63,63,0,4,1,28,26.8,24.9
299,Lillestrøm SK,Norwegian Eliteserien (1),41,66,68,66,66,0,6,1,25,25.7,24.2
417,Molde FK,Norwegian Eliteserien (1),41,67,69,66,68,0,10,3,28,25.8,25.6
1456,Odds BK,Norwegian Eliteserien (1),41,64,63,64,64,0,6,1,25,26.2,24.8
298,Rosenborg BK,Norwegian Eliteserien (1),41,67,67,67,66,0,10,4,21,24.4,23.5
1757,Sandefjord Fotball,Norwegian Eliteserien (1),41,63,63,63,63,0,2,1,28,25.7,24.8
112199,Sarpsborg 08 FF,Norwegian Eliteserien (1),41,65,66,65,64,0,4,1,28,28.3,26.2
922,Strømsgodset IF,Norwegian Eliteserien (1),41,64,63,67,64,0,5,1,25,25.8,23.2
418,Tromsø IL,Norwegian Eliteserien (1),41,63,63,65,63,0,4,1,27,26.2,23.2
300,Viking FK,Norwegian Eliteserien (1),41,66,68,65,66,0,6,1,26,24.9,24.0
920,Vålerenga Fotball,Norwegian Eliteserien (1),41,66,67,65,68,0,8,2,23,26.4,24.3
112716,Club Cerro Porteño,Paraguayan Primera División (1),337,69,69,70,68,0,10,6,30,28.2,25.2
111008,Club Libertad,Paraguayan Primera División (1),337,72,72,70,72,0,9,5,28,30.9,30.0
112671,Club Nacional,Paraguayan Primera División (1),337,65,66,66,64,0,4,4,28,26.8,25.4
101108,Club Olimpia,Paraguayan Primera División (1),337,69,68,69,69,0,9,8,29,27.0,26.0
112080,Club Sol de América,Paraguayan Primera División (1),337,63,57,66,61,0,3,2,19,27.0,25.6
116007,General Caballero (JLM),Paraguayan Primera División (1),337,63,58,63,63,0,1,1,20,27.1,25.8
114688,Guaireña FC,Paraguayan Primera División (1),337,65,64,67,64,0,1,1,19,31.8,28.6
114512,Ayacucho,Peruvian Primera División (1),2020,66,67,66,66,0,3,1,28,28.3,25.5
111011,Cienciano,Peruvian Primera División (1),2020,67,67,68,67,0,6,4,26,27.4,25.5
111010,Club Alianza Lima,Peruvian Primera División (1),2020,69,69,70,68,0,9,5,27,30.2,26.8
111013,Club Sporting Cristal,Peruvian Primera División (1),2020,68,68,69,68,0,10,5,25,28.6,23.9
111334,FBC Melgar,Peruvian Primera División (1),2020,69,71,69,68,0,8,3,28,27.6,24.9
111016,Sport Boys,Peruvian Primera División (1),2020,65,65,66,65,0,4,2,26,27.8,27.1
110747,Cracovia,Polish T-Mobile Ekstraklasa (1),66,65,64,65,66,0,7,3,28,24.4,24.5
420,Górnik Zabrze,Polish T-Mobile Ekstraklasa (1),66,65,65,65,63,0,6,2,26,28.6,25.5
110745,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa (1),66,66,66,66,66,0,8,3,28,27.9,25.3
111083,Korona Kielce,Polish T-Mobile Ekstraklasa (1),66,63,64,63,63,0,2,1,28,28.2,26.0
873,Lech Poznań,Polish T-Mobile Ekstraklasa (1),66,69,72,70,69,0,10,4,28,26.6,25.1
111091,Lechia Gdańsk,Polish T-Mobile Ekstraklasa (1),66,66,69,66,65,0,8,3,26,28.4,26.1
1871,Legia Warszawa,Polish T-Mobile Ekstraklasa (1),66,68,73,67,68,0,10,4,27,27.8,25.2
112505,Miedź Legnica,Polish T-Mobile Ekstraklasa (1),66,65,64,66,64,0,2,1,26,26.3,25.0
114004,PGE FKS Stal Mielec,Polish T-Mobile Ekstraklasa (1),66,63,63,63,63,0,1,1,27,27.0,24.8
111086,Piast Gliwice,Polish T-Mobile Ekstraklasa (1),66,67,69,66,66,0,8,3,28,27.1,26.1
110746,Pogoń Szczecin,Polish T-Mobile Ekstraklasa (1),66,68,67,68,67,0,9,3,28,28.4,25.2
111088,Radomiak Radom,Polish T-Mobile Ekstraklasa (1),66,65,65,65,66,0,5,1,25,27.7,25.1
114326,Raków Częstochowa,Polish T-Mobile Ekstraklasa (1),66,68,69,68,67,0,9,3,28,25.6,24.7
112511,Warta Poznań,Polish T-Mobile Ekstraklasa (1),66,64,64,63,65,0,1,1,24,25.6,24.8
301,Widzew Łódź,Polish T-Mobile Ekstraklasa (1),66,64,63,64,64,0,3,1,24,26.7,25.9
1569,Wisła Płock,Polish T-Mobile Ekstraklasa (1),66,65,65,66,63,0,4,1,28,27.6,24.9
110749,Zagłębie Lubin,Polish T-Mobile Ekstraklasa (1),66,65,65,65,65,0,7,3,28,25.7,24.9
111092,Śląsk Wrocław,Polish T-Mobile Ekstraklasa (1),66,65,67,65,65,0,8,3,28,25.9,23.8
1898,Boavista FC,Portuguese Liga ZON SAGRES (1),308,69,69,70,69,0,5,1,29,27.4,24.5
114510,Casa Pia,Portuguese Liga ZON SAGRES (1),308,68,69,70,67,0,1,1,26,27.8,26.7
1893,Clube Sport Marítimo,Portuguese Liga ZON SAGRES (1),308,70,72,69,71,0,5,1,30,26.8,24.7
10020,Estoril Praia,Portuguese Liga ZON SAGRES (1),308,69,67,69,70,0,4,1,26,24.4,23.4
112513,FC Arouca,Portuguese Liga ZON SAGRES (1),308,68,66,69,68,0,2,1,26,26.3,25.4
1892,FC Paços de Ferreira,Portuguese Liga ZON SAGRES (1),308,69,68,70,68,0,5,1,27,27.4,24.7
236,FC Porto,Portuguese Liga ZON SAGRES (1),308,77,79,78,76,0,10,7,30,26.9,25.5
111539,FC Vizela,Portuguese Liga ZON SAGRES (1),308,69,68,69,68,0,2,1,29,24.4,23.9
112809,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES (1),308,70,67,70,70,0,4,1,28,24.6,23.7
518,GD Chaves,Portuguese Liga ZON SAGRES (1),308,68,66,67,68,0,2,1,29,27.0,25.1
1888,Gil Vicente FC,Portuguese Liga ZON SAGRES (1),308,71,73,69,70,0,4,1,29,25.4,25.0
10031,Portimonense SC,Portuguese Liga ZON SAGRES (1),308,69,68,69,68,0,3,1,27,24.7,24.1
744,Rio Ave FC,Portuguese Liga ZON SAGRES (1),308,70,70,70,69,0,3,2,27,26.6,26.0
1896,SC Braga,Portuguese Liga ZON SAGRES (1),308,75,74,76,73,0,8,3,29,25.6,23.7
234,SL Benfica,Portuguese Liga ZON SAGRES (1),308,78,78,78,78,0,10,6,30,25.9,25.2
1438,Santa Clara,Portuguese Liga ZON SAGRES (1),308,68,70,67,69,0,4,1,30,26.0,24.2
237,Sporting CP,Portuguese Liga ZON SAGRES (1),308,78,78,76,78,0,9,4,30,26.0,23.5
1887,Vitória de Guimarães,Portuguese Liga ZON SAGRES (1),308,70,70,70,69,0,7,2,30,24.8,23.3
305,Bohemian FC,Rep. Ireland Airtricity League (1),65,60,57,61,59,0,7,1,24,23.2,22.9
445,Derry City,Rep. Ireland Airtricity League (1),65,60,58,59,60,0,6,1,28,25.1,23.6
1572,Drogheda United,Rep. Ireland Airtricity League (1),65,57,59,57,57,0,3,1,27,25.0,23.9
837,Dundalk FC,Rep. Ireland Airtricity League (1),65,60,62,60,60,0,9,2,22,24.0,25.8
111131,Finn Harps,Rep. Ireland Airtricity League (1),65,57,55,57,57,0,2,1,26,27.1,25.6
306,Shamrock Rovers,Rep. Ireland Airtricity League (1),65,63,64,63,63,0,10,2,28,29.1,25.8
834,Shelbourne FC,Rep. Ireland Airtricity League (1),65,58,58,57,58,0,4,1,27,24.3,22.3
563,Sligo Rovers,Rep. Ireland Airtricity League (1),65,60,61,60,61,0,6,1,27,24.1,23.7
423,St. Patrick's Athletic,Rep. Ireland Airtricity League (1),65,61,62,61,61,0,7,1,26,25.0,23.6
111132,UCD AFC,Rep. Ireland Airtricity League (1),65,55,57,55,55,0,1,1,22,21.4,20.9
113387,AFC Chindia Târgoviște,Romanian Liga I (1),330,64,65,64,63,0,1,1,28,26.4,24.7
114147,AFC Hermannstadt,Romanian Liga I (1),330,63,63,63,65,0,2,1,23,26.4,25.6
110750,AFC UTA Arad,Romanian Liga I (1),330,65,65,65,65,0,5,1,28,29.0,25.6
110816,CFR Cluj,Romanian Liga I (1),330,69,68,69,69,0,10,4,28,28.2,27.9
113380,CS Mioveni,Romanian Liga I (1),330,62,62,58,63,0,1,1,28,27.8,26.8
100759,Campionii FC Arges,Romanian Liga I (1),330,64,64,63,66,0,4,1,25,30.0,27.0
110752,FC Botoşani,Romanian Liga I (1),330,64,63,65,64,0,7,2,27,27.2,25.7
110075,FC Farul Constanța,Romanian Liga I (1),330,65,64,67,64,0,8,3,27,26.4,24.1
115716,FC U Craiova 1948,Romanian Liga I (1),330,65,65,65,66,0,6,1,28,26.7,24.8
113182,FC Voluntari,Romanian Liga I (1),330,65,65,65,65,0,7,2,28,28.4,26.0
100761,FCSB (Steaua),Romanian Liga I (1),330,68,68,68,67,0,10,4,28,25.6,24.1
110078,Petrolul Ploiești,Romanian Liga I (1),330,64,63,64,64,0,3,1,28,27.6,26.8
310,Rapid București,Romanian Liga I (1),330,67,68,66,66,0,7,2,28,28.0,25.7
113378,Sepsi OSK Sf. Gheorghe,Romanian Liga I (1),330,66,66,65,65,0,8,3,27,27.0,26.1
110751,Universitatea Cluj,Romanian Liga I (1),330,64,65,64,63,0,2,1,28,30.9,26.5
308,Universitatea Craiova,Romanian Liga I (1),330,68,68,68,67,0,9,3,28,28.1,26.9
113058,Abha Club,Saudi Abdul L. Jameel League (1),350,66,75,67,63,0,2,1,27,28.3,27.5
113345,Al Adalah,Saudi Abdul L. Jameel League (1),350,64,66,67,60,0,1,1,30,29.1,26.7
112990,Al Batin,Saudi Abdul L. Jameel League (1),350,59,54,57,59,0,1,1,26,24.4,23.5
112390,Al Fateh,Saudi Abdul L. Jameel League (1),350,68,69,68,66,0,6,3,30,29.8,26.7
113057,Al Fayha,Saudi Abdul L. Jameel League (1),350,67,70,68,62,0,4,2,30,30.6,28.3
605,Al Hilal,Saudi Abdul L. Jameel League (1),350,74,76,75,71,0,10,7,30,30.4,26.9
607,Al Ittihad,Saudi Abdul L. Jameel League (1),350,71,76,70,68,0,8,5,27,29.3,26.6
112883,Al Khaleej,Saudi Abdul L. Jameel League (1),350,64,67,66,60,0,3,2,30,28.8,25.8
112139,Al Nassr,Saudi Abdul L. Jameel League (1),350,72,78,70,73,0,9,5,29,28.6,26.9
112392,Al Raed,Saudi Abdul L. Jameel League (1),350,67,68,67,66,0,4,2,26,30.4,27.7
111674,Al Shabab,Saudi Abdul L. Jameel League (1),350,70,73,72,67,0,7,4,30,27.7,26.2
112393,Al Taawoun,Saudi Abdul L. Jameel League (1),350,67,75,68,64,0,6,4,30,26.8,25.1
112572,Al Tai,Saudi Abdul L. Jameel League (1),350,65,65,67,62,0,2,1,30,28.4,26.0
112408,Al Wehda,Saudi Abdul L. Jameel League (1),350,66,77,67,64,0,5,3,30,31.2,27.8
113217,Damac FC,Saudi Abdul L. Jameel League (1),350,67,68,70,64,0,3,1,29,29.6,26.7
112096,Ettifaq FC,Saudi Abdul L. Jameel League (1),350,68,68,69,66,0,6,3,28,28.6,25.6
77,Aberdeen,Scottish Premiership (1),50,65,66,66,65,0,8,2,25,25.0,23.9
78,Celtic,Scottish Premiership (1),50,74,73,74,73,0,10,5,28,25.6,25.2
181,Dundee United,Scottish Premiership (1),50,66,64,65,67,0,7,2,25,27.6,25.0
